@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5,6}

@data
2106,'2017/02/10 12:48:55:135',18,0.301733,-0.505158,-0.212681,-0.221785,-0.175,0.192836,0.839052,0.736763,0.181691,-0.167869,-0.018082,0.244875,0.062889,516.796875,0.487185,3.781018,?,?,3
2107,'2017/02/10 12:48:55:179',18,0.457084,-0.393748,-0.433012,-0.49572,-0.27517,0.326138,0.822028,0.698973,0.095702,-0.206101,0.128409,0.310251,0.096924,516.796875,0.954042,10.24778,?,?,3
2108,'2017/02/10 12:48:55:198',18,0.401597,-0.42826,-0.522697,-0.570824,-0.233527,0.238935,0.791199,0.683373,0.019142,-0.082562,0.075975,0.255271,0.175812,516.796875,0.960003,10.573173,?,?,3
2109,'2017/02/10 12:48:55:245',18,0.458828,-0.423996,-0.446358,-0.560057,-0.217838,0.355519,0.751242,0.694074,0.155638,-0.14691,0.081159,0.259843,0.164812,516.796875,0.871329,9.997502,?,?,3
2110,'2017/02/10 12:48:55:261',18,0.506647,-0.408264,-0.325316,-0.546954,-0.202471,0.373766,0.796282,0.723916,0.104047,-0.119404,0.083569,0.250858,0.109419,516.796875,0.897817,10.081967,?,?,3
2111,'2017/02/10 12:48:55:309',18,0.432543,-0.513775,-0.561964,-0.56639,-0.238387,0.241591,0.784448,0.65058,0.053318,-0.082561,0.109612,0.244972,0.160106,516.796875,0.696665,7.803928,?,?,3
2112,'2017/02/10 12:48:55:322',18,0.484681,-0.348295,-0.405668,-0.438245,-0.241468,0.362141,0.84056,0.731645,0.095365,-0.155407,0.155556,0.222002,0.168867,516.796875,0.725704,7.756932,?,?,3
2113,'2017/02/10 12:48:55:365',18,0.494385,-0.454577,-0.388254,-0.491928,-0.241335,0.307528,0.805032,0.683517,0.105787,-0.225268,0.075437,0.339351,0.09244,516.796875,0.759913,8.145731,?,?,3
2114,'2017/02/10 12:48:55:384',18,0.502468,-0.419864,-0.38865,-0.49298,-0.197151,0.301412,0.820793,0.736727,0.121675,-0.232411,0.100585,0.382787,0.076549,516.796875,0.786831,8.234497,?,?,3
2115,'2017/02/10 12:48:55:430',18,0.581286,-0.381973,-0.359432,-0.459345,-0.258258,0.322769,0.848108,0.762721,-0.021777,-0.221392,0.151217,0.295784,0.095271,516.796875,0.760731,8.212166,?,?,3
2116,'2017/02/10 12:48:55:446',18,0.510887,-0.271759,-0.410587,-0.445829,-0.244439,0.26186,0.984765,0.723563,-0.010132,-0.189826,0.141429,0.31961,0.106895,516.796875,0.758943,8.303298,?,?,3
2117,'2017/02/10 12:48:55:491',18,0.467083,-0.454087,-0.351733,-0.598277,-0.340929,0.374345,0.806796,0.759041,0.001445,-0.176013,0.1515,0.341454,0.151363,516.796875,0.727489,8.153098,?,?,3
2118,'2017/02/10 12:48:55:509',18,0.557273,-0.351072,-0.35757,-0.508712,-0.281615,0.34313,0.90064,0.738691,-0.030154,-0.156326,0.171489,0.296104,0.094486,516.796875,0.717889,8.010018,?,?,3
2119,'2017/02/10 12:48:55:556',18,0.386921,-0.481591,-0.446266,-0.389778,-0.194422,0.211118,0.793517,0.74959,0.259686,-0.157472,0.04401,0.343657,0.250194,516.796875,0.581629,5.474375,?,?,3
2120,'2017/02/10 12:48:55:572',18,0.26967,-0.382001,-0.197936,-0.194841,-0.183177,0.117576,0.836777,0.716,0.257536,-0.135765,0.053123,0.41411,0.140212,1507.324219,0.34994,2.45536,?,?,3
2121,'2017/02/10 12:48:55:617',18,0.360357,-0.204658,-0.277371,-0.447084,-0.281073,0.057064,0.652793,0.816713,0.448418,-0.161898,-0.076226,0.249606,0.224218,473.730469,0.403275,3.634212,?,?,3
2122,'2017/02/10 12:48:55:635',18,0.450531,-0.275737,-0.361601,-0.253608,-0.23496,-0.077537,0.605461,0.842476,0.369126,-0.079423,-0.023764,0.238323,0.149941,473.730469,0.368153,3.220081,?,?,3
2123,'2017/02/10 12:48:55:682',18,0.45488,-0.34831,-0.465678,-0.385602,-0.271933,-0.064756,0.494659,0.772732,0.486867,-0.054398,-0.011272,0.136148,0.226289,473.730469,0.483558,4.404636,?,?,3
2124,'2017/02/10 12:48:55:697',18,0.529499,-0.391901,-0.481317,-0.312162,-0.281383,-0.05412,0.438627,0.779996,0.493602,-0.020418,-0.139843,0.206724,0.29033,473.730469,0.528077,4.803903,?,?,3
2125,'2017/02/10 12:48:55:744',18,0.468197,-0.333131,-0.20847,-0.459258,-0.221621,-0.076053,0.477907,0.980638,0.506151,0.042099,-0.020892,0.340668,0.193405,430.664063,0.472817,3.949361,?,?,3
2126,'2017/02/10 12:48:55:759',18,0.455961,-0.18252,-0.343175,-0.469811,-0.303226,0.001999,0.570838,0.677289,0.511912,0.071019,0.051964,0.079059,0.278134,430.664063,0.383105,3.648899,?,?,3
2127,'2017/02/10 12:48:55:809',18,0.158963,-0.396878,-0.295416,-0.135298,-0.245105,-0.150357,0.437813,0.734688,0.601429,0.202969,0.009048,0.215122,0.495208,1291.992188,0.181628,1.056518,?,?,3
2128,'2017/02/10 12:48:55:821',18,0.483587,-0.360809,-0.220842,-0.170456,-0.277454,-0.171745,0.491962,0.655878,0.670372,0.287183,-0.146023,0.052174,0.418135,430.664063,0.332692,2.428229,?,?,3
2129,'2017/02/10 12:48:55:867',18,0.449113,-0.263178,-0.224466,-0.268254,-0.249775,-0.27027,0.422204,0.519449,0.609793,0.440744,-0.062018,0.043849,0.310818,430.664063,0.264664,1.845715,?,?,3
2130,'2017/02/10 12:48:55:884',18,0.488222,-0.203601,-0.321236,-0.227194,-0.260986,-0.250614,0.375878,0.609447,0.533092,0.43889,0.230102,-0.014148,0.229255,387.597656,0.265631,2.031995,?,?,3
2131,'2017/02/10 12:48:55:928',18,0.424092,-0.15162,-0.144145,-0.247778,-0.310599,-0.260786,0.28156,0.562024,0.577493,0.421032,0.168934,-0.034225,0.135579,387.597656,0.237743,1.692206,?,?,3
2132,'2017/02/10 12:48:55:948',18,0.523052,-0.222529,-0.128958,-0.201151,-0.251371,-0.320726,0.166115,0.561803,0.76475,0.531475,-0.058139,0.04124,0.209727,387.597656,0.256241,1.998239,?,?,3
2133,'2017/02/10 12:48:55:994',18,0.665986,-0.10528,-0.418535,-0.229993,-0.253346,-0.504569,0.077354,0.485775,0.718535,0.395201,0.092537,-0.053356,0.181757,387.597656,0.386773,3.486873,?,?,3
2134,'2017/02/10 12:48:56:009',18,0.684971,-0.144286,-0.204921,-0.395465,-0.28931,-0.32299,0.112809,0.378472,0.648136,0.446096,0.140496,-0.013084,0.131767,387.597656,0.363766,3.509059,?,?,3
2135,'2017/02/10 12:48:56:052',18,0.746548,0.263504,-0.100891,-0.424417,-0.351348,-0.351054,0.094434,0.375395,0.630722,0.632134,0.061928,-0.052891,0.203221,344.53125,0.381463,4.034733,?,?,3
2136,'2017/02/10 12:48:56:071',18,0.746606,0.016018,-0.170722,-0.190386,-0.234302,-0.479303,0.020115,0.314572,0.751264,0.6011,0.121371,0.026951,0.007342,344.53125,0.401061,3.605044,?,?,3
2137,'2017/02/10 12:48:56:118',18,0.635657,0.027759,-0.014592,-0.259168,-0.208028,-0.382727,-0.052696,0.287481,0.597051,0.589517,0.307603,0.022231,-0.063077,344.53125,0.315073,2.619024,?,?,3
2138,'2017/02/10 12:48:56:133',18,0.522723,-0.084431,-0.026943,-0.121662,-0.215567,-0.345809,0.007183,0.159808,0.434867,0.572634,0.446087,0.127687,-0.016274,344.53125,0.237801,1.466785,?,?,3
2139,'2017/02/10 12:48:56:179',18,0.665262,0.061099,-0.150726,-0.205166,-0.126984,-0.285931,-0.151553,0.055584,0.520692,0.599208,0.510971,0.100669,-0.1952,301.464844,0.291193,2.145105,?,?,3
2140,'2017/02/10 12:48:56:196',18,0.680756,-0.068677,-0.148616,-0.126035,-0.094759,-0.422085,-0.066562,-0.017249,0.381755,0.726481,0.45074,0.215455,-0.116408,301.464844,0.28638,2.026638,?,?,3
2141,'2017/02/10 12:48:56:243',18,0.728707,-0.230591,-0.09589,-0.091281,-0.057695,-0.423219,-0.123277,-0.001725,0.260489,0.495641,0.581485,0.219747,-0.106751,301.464844,0.278459,1.961733,?,?,3
2142,'2017/02/10 12:48:56:259',18,0.670957,-0.250527,-0.068509,-0.191286,-0.078287,-0.323789,-0.116445,-0.08431,0.3148,0.532342,0.558886,0.301282,-0.042742,301.464844,0.270683,1.805729,?,?,3
2143,'2017/02/10 12:48:56:306',18,0.60167,-0.239985,-0.024231,-0.204348,-0.047125,-0.360672,-0.147555,0.096626,0.260213,0.519847,0.611248,0.325999,0.030562,301.464844,0.254683,1.547369,?,?,3
2144,'2017/02/10 12:48:56:322',18,0.688879,-0.134225,-0.004568,-0.276128,-0.215187,-0.352429,-0.026462,0.002312,0.139098,0.661029,0.455402,0.1778,0.018612,301.464844,0.181921,1.311278,?,?,3
2145,'2017/02/10 12:48:56:367',18,0.65413,0.053075,0.102961,-0.221325,-0.349263,-0.390213,-0.047208,0.182237,0.252546,0.383062,0.500315,0.309984,-0.033072,301.464844,0.157611,1.22753,?,?,3
2146,'2017/02/10 12:48:56:384',18,0.61876,-0.031991,0.128628,-0.247611,-0.332603,-0.348666,-0.017308,0.121741,0.261946,0.482407,0.425188,0.257103,0.010843,301.464844,0.174691,1.240916,?,?,3
2147,'2017/02/10 12:48:56:431',18,0.726434,-0.03113,0.034685,-0.25838,-0.199999,-0.254181,-0.131534,0.101234,0.270067,0.407311,0.67149,0.258552,-0.013749,301.464844,0.168822,1.247491,?,?,3
2148,'2017/02/10 12:48:56:448',18,0.659792,-0.018452,0.020242,-0.26564,-0.19928,-0.337811,-0.080222,0.048071,0.272177,0.512008,0.488767,0.335317,-0.040441,301.464844,0.16732,1.252101,?,?,3
2149,'2017/02/10 12:48:56:494',18,0.60742,-0.117721,0.071228,-0.218026,-0.125872,-0.368157,-0.086007,0.024373,0.273654,0.497765,0.627523,0.277648,-0.022348,301.464844,0.180151,1.190937,?,?,3
2150,'2017/02/10 12:48:56:510',18,0.644324,-0.011445,-0.007195,-0.248486,-0.123978,-0.295869,-0.13369,0.066737,0.334571,0.518482,0.557564,0.298848,0.004624,301.464844,0.161939,1.104352,?,?,3
2151,'2017/02/10 12:48:56:555',18,0.606645,-0.301437,-0.015422,-0.220722,0.004752,-0.160635,-0.184739,0.024911,0.318172,0.680614,0.504835,0.291303,-0.119098,904.394531,0.1876,1.192924,?,?,3
2152,'2017/02/10 12:48:56:572',18,0.547505,-0.266427,-0.10417,-0.221061,-0.021969,-0.175167,-0.174609,-0.071334,0.498716,0.662202,0.445049,0.208,0.042313,904.394531,0.168715,1.042669,?,?,3
2153,'2017/02/10 12:48:56:617',18,0.410301,-0.167811,0.128719,-0.221255,-0.08282,-0.14968,-0.198254,0.136662,0.616954,0.786585,0.38655,0.012853,-0.08263,344.53125,0.133306,0.727758,?,?,3
2154,'2017/02/10 12:48:56:635',18,0.468254,-0.086763,0.077974,-0.214079,-0.010196,-0.11201,-0.099958,0.193792,0.573125,0.670702,0.375138,0.005119,-0.080072,344.53125,0.131212,0.819981,?,?,3
2155,'2017/02/10 12:48:56:686',18,0.488725,-0.332456,-0.084463,-0.281864,-0.147426,-0.310868,-0.100439,0.370913,0.649075,0.624994,0.231019,0.055924,0.121793,344.53125,0.185044,1.193818,?,?,3
2156,'2017/02/10 12:48:56:698',18,0.473526,-0.107872,-0.105286,-0.275023,-0.029482,-0.176703,-0.10754,0.271024,0.735198,0.65793,0.187171,-0.010373,0.03207,344.53125,0.193089,1.218073,?,?,3
2157,'2017/02/10 12:48:56:742',18,0.305736,-0.159162,-0.0773,-0.320562,-0.131575,-0.288505,-0.150078,0.479273,0.862362,0.577296,0.078866,-0.178932,0.318031,387.597656,0.25075,1.465206,?,?,3
2158,'2017/02/10 12:48:56:759',18,0.382186,-0.358304,-0.088934,-0.278533,-0.128755,-0.309534,0.001205,0.578692,0.839086,0.528862,0.171432,-0.001718,0.254084,387.597656,0.189091,1.219362,?,?,3
2159,'2017/02/10 12:48:56:806',18,0.16351,-0.401619,-0.213655,-0.173655,0.068051,-0.273153,0.258202,0.470639,0.78251,0.520939,0.016466,0.009483,0.211916,1119.726563,0.238662,1.286551,?,?,3
2160,'2017/02/10 12:48:56:821',18,0.245285,-0.081348,-0.20229,-0.231836,0.043518,-0.244281,0.294482,0.567736,0.739261,0.352622,0.021622,0.063765,0.124967,430.664063,0.207696,0.99174,?,?,3
2161,'2017/02/10 12:48:56:869',18,0.03198,-0.247054,-0.008349,-0.104606,-0.052483,-0.122425,0.395151,0.697258,0.688843,0.294381,-0.012582,0.036557,0.173143,430.664063,0.213412,0.826045,?,?,3
2162,'2017/02/10 12:48:56:883',18,0.069615,-0.211884,-0.144693,-0.205412,0.116259,0.010783,0.488559,0.639301,0.558347,0.22017,0.063348,0.073266,0.130991,430.664063,0.209642,0.832948,?,?,3
2163,'2017/02/10 12:48:56:929',18,0.15374,-0.119317,-0.485527,-0.421525,-0.056116,0.099436,0.533328,0.73548,0.486267,0.045328,0.066454,0.095288,0.120824,473.730469,0.314303,2.140152,?,?,3
2164,'2017/02/10 12:48:56:946',18,0.17172,-0.310387,-0.363036,-0.519252,-0.115303,0.13083,0.526899,0.732906,0.52543,0.12772,-0.032964,0.164673,0.3354,473.730469,0.30076,2.294528,?,?,3
2165,'2017/02/10 12:48:56:992',18,0.324429,-0.394314,-0.319668,-0.385469,-0.170462,0.094438,0.791607,0.876273,0.263316,-0.095318,0.114541,0.358637,0.184689,516.796875,0.432398,3.594374,?,?,3
2166,'2017/02/10 12:48:57:009',18,0.207987,-0.510075,-0.198205,-0.254913,-0.14247,0.208491,0.863177,0.773635,0.352681,-0.153623,0.013835,0.368168,0.167997,516.796875,0.352431,2.646243,?,?,3
2167,'2017/02/10 12:48:57:056',18,0.424702,-0.448224,-0.467252,-0.387183,-0.188634,0.246995,0.800377,0.736678,0.045588,-0.099457,0.065582,0.253559,0.164811,516.796875,0.634758,6.339849,?,?,3
2168,'2017/02/10 12:48:57:072',18,0.378483,-0.50294,-0.41845,-0.400569,-0.191897,0.264119,0.824973,0.65078,0.036915,-0.165448,0.086118,0.28193,0.118796,559.863281,0.610565,5.69883,?,?,3
2169,'2017/02/10 12:48:57:118',18,0.331475,-0.500198,-0.412197,-0.348115,-0.044639,0.458606,0.865864,0.529407,-0.0061,-0.25987,0.220581,0.197468,0.172955,559.863281,0.521209,5.024248,?,?,3
2170,'2017/02/10 12:48:57:134',18,0.385335,-0.395855,-0.526778,-0.504789,-0.029093,0.465773,0.979104,0.458697,-0.23492,-0.146012,0.255384,0.290947,0.159498,559.863281,0.670667,7.192606,?,?,3
2171,'2017/02/10 12:48:57:182',18,0.016085,-0.742245,-0.297169,-0.219678,-0.001786,0.561943,0.717022,0.265683,-0.121742,-0.055217,0.357103,0.324008,0.375949,645.996094,0.428291,2.841961,?,?,3
2172,'2017/02/10 12:48:57:196',18,0.189253,-0.559743,-0.355926,-0.164352,0.259779,0.850271,0.847877,0.348397,-0.060584,-0.038932,0.283687,0.290747,0.386735,645.996094,0.407573,3.671105,?,?,3
2173,'2017/02/10 12:48:57:244',18,0.122154,-0.585264,-0.351745,-0.288534,0.1749,0.787261,0.860476,0.154007,-0.303305,0.160367,0.387139,0.218894,0.444094,645.996094,0.550082,4.958979,?,?,3
2174,'2017/02/10 12:48:57:259',18,0.212282,-0.551897,-0.257679,-0.248436,0.221035,0.77084,0.71534,0.075518,-0.322611,0.141234,0.418517,0.277094,0.463702,689.0625,0.399183,3.609209,?,?,3
2175,'2017/02/10 12:48:57:306',18,0.072469,-0.712391,-0.425902,-0.137533,0.32022,0.68661,0.779089,0.139655,-0.14418,0.083217,0.324811,0.450106,0.487903,689.0625,0.366725,3.304846,?,?,3
2176,'2017/02/10 12:48:57:322',18,-0.025946,-0.768881,-0.232753,0.082136,0.411501,0.68229,0.53937,0.010993,-0.191275,0.114835,0.292851,0.397958,0.523805,689.0625,0.272941,1.761068,?,?,3
2177,'2017/02/10 12:48:57:369',18,0.107182,-0.613068,-0.283026,0.098476,0.470681,0.769235,0.446268,-0.097557,-0.255384,0.125907,0.304756,0.528024,0.374059,732.128906,0.39635,3.329761,?,?,3
2178,'2017/02/10 12:48:57:384',18,0.140103,-0.580858,-0.344928,0.023788,0.599092,0.732567,0.396101,-0.156611,-0.15069,0.207117,0.286773,0.555326,0.269587,732.128906,0.438349,4.227923,?,?,3
2179,'2017/02/10 12:48:57:431',18,0.082699,-0.729248,-0.301672,0.084064,0.682176,0.94086,0.31304,-0.213945,0.115703,0.343833,0.337712,0.496179,0.033103,818.261719,0.524786,5.682947,?,?,3
2180,'2017/02/10 12:48:57:446',18,0.082699,-0.729248,-0.301672,0.084064,0.682176,0.94086,0.31304,-0.213945,0.115703,0.343833,0.337712,0.496179,0.033103,818.261719,0.524786,5.682947,?,?,3
2181,'2017/02/10 12:48:57:494',18,-0.030136,-0.585104,-0.295729,0.199474,0.823131,0.815105,0.187782,-0.158603,0.323004,0.361535,0.416528,0.345241,-0.113606,904.394531,0.309747,3.580266,?,?,3
2182,'2017/02/10 12:48:57:509',18,0.000623,-0.650733,-0.464427,0.086048,0.879159,0.80126,-0.10806,-0.243485,0.31143,0.541318,0.512897,0.419692,-0.075739,861.328125,0.728078,7.966129,?,?,3
2183,'2017/02/10 12:48:57:556',18,-0.050465,-0.729731,-0.391271,0.357794,0.824373,0.510178,-0.101192,-0.136306,0.292866,0.393096,0.509242,0.25809,-0.157725,947.460938,0.445469,5.274268,?,?,3
2184,'2017/02/10 12:48:57:571',18,-0.091184,-0.703189,-0.342036,0.518443,0.946124,0.305419,-0.229179,-0.093574,0.272274,0.25101,0.460618,0.104675,0.013983,947.460938,0.450645,3.802074,?,?,3
2185,'2017/02/10 12:48:57:617',18,-0.007608,-0.653725,-0.062635,0.517231,0.884544,0.232952,-0.204675,-0.1139,0.33318,0.552817,0.231471,-0.20996,0.10857,990.527344,0.678915,5.679883,?,?,3
2186,'2017/02/10 12:48:57:634',18,-0.025855,-0.559959,-0.096754,0.502295,0.930763,0.123693,-0.482969,0.001408,0.557978,0.497054,0.143381,-0.019605,0.20901,1033.59375,0.7843,8.381705,?,?,3
2187,'2017/02/10 12:48:57:681',18,0.02919,-0.493375,-0.108125,0.495739,0.937543,0.080863,-0.458964,0.067584,0.525816,0.49387,0.102074,-0.071781,0.198906,1033.59375,0.677732,7.803453,?,?,3
2188,'2017/02/10 12:48:57:697',18,-0.046021,-0.513412,-0.053277,0.532546,0.848882,0.129201,-0.366645,0.041573,0.507773,0.539551,0.117452,-0.102197,0.320682,1033.59375,0.700426,7.545982,?,?,3
2189,'2017/02/10 12:48:57:739',18,-0.088757,-0.60348,-0.036664,0.617028,0.901305,0.129404,-0.3557,0.033715,0.405525,0.466641,0.155444,-0.108266,0.140781,1033.59375,0.652738,7.379727,?,?,3
2190,'2017/02/10 12:48:57:759',18,-0.163559,-0.617436,0.002104,0.688172,1.09142,0.313602,-0.221415,-0.004332,0.475807,0.426207,-0.02538,-0.196607,0.168317,1033.59375,0.704053,8.069549,?,?,3
2191,'2017/02/10 12:48:57:807',18,-0.119425,-0.647328,-0.140425,0.386177,0.822324,0.089385,-0.228008,-0.055851,0.410056,0.542738,0.20733,-0.13655,0.240231,1033.59375,0.5697,5.757433,?,?,3
2192,'2017/02/10 12:48:57:822',18,-0.21957,-0.683075,-0.278166,0.35289,0.917629,0.294684,-0.151711,-0.057981,0.339827,0.384013,0.364998,-0.029915,0.094722,947.460938,0.406037,3.880777,?,?,3
2193,'2017/02/10 12:48:57:868',18,-0.018983,-0.515802,-0.372258,0.155237,0.912815,0.62381,-0.263991,-0.308752,0.346577,0.428968,0.498103,0.216539,-0.10474,904.394531,0.478227,4.47458,?,?,3
2194,'2017/02/10 12:48:57:884',18,-0.102682,-0.554267,-0.239832,0.347317,1.042132,0.727714,-0.175938,-0.394562,0.339668,0.396179,0.261689,0.215963,-0.086434,904.394531,0.538896,4.347489,?,?,3
2195,'2017/02/10 12:48:57:931',18,-0.057036,-0.641794,-0.491697,-0.049596,0.898008,0.958217,0.047242,-0.294797,0.27608,0.556074,0.376404,0.480128,0.041883,818.261719,0.511772,5.445906,?,?,3
2196,'2017/02/10 12:48:57:947',18,0.046781,-0.590615,-0.567694,0.116569,0.810101,0.69888,0.182113,-0.32789,0.055275,0.432481,0.485287,0.398679,-0.088023,818.261719,0.735968,8.542587,?,?,3
2197,'2017/02/10 12:48:57:995',18,-0.082786,-0.582069,-0.393452,0.101597,0.660627,0.851821,0.293576,-0.3208,-0.160103,0.284818,0.384334,0.440613,0.023466,818.261719,0.397141,3.804402,?,?,3
2198,'2017/02/10 12:48:58:010',18,0.019965,-0.576652,-0.429524,0.114135,0.73968,0.802037,0.344154,-0.246131,0.015838,0.295697,0.393152,0.535412,-0.009558,818.261719,0.437724,4.40345,?,?,3
2199,'2017/02/10 12:48:58:052',18,-0.018239,-0.417835,-0.258778,0.094965,0.523572,0.708444,0.423918,0.01706,-0.109409,0.254577,0.340761,0.520887,0.348275,732.128906,0.156689,1.132696,?,?,3
2200,'2017/02/10 12:48:58:072',18,0.099852,-0.588109,-0.35812,0.038243,0.555438,0.779123,0.593457,-0.048676,-0.053296,0.129371,0.413962,0.508405,0.445694,732.128906,0.213819,2.187053,?,?,3
2201,'2017/02/10 12:48:58:114',18,-0.038056,-0.52064,-0.143252,0.057391,0.305369,0.501621,0.652055,0.1047,0.006825,0.29193,0.303225,0.294351,0.536374,2024.121094,0.09487,0.543318,?,?,3
2202,'2017/02/10 12:48:58:135',18,0.016651,-0.560533,-0.215298,0.15994,0.467937,0.567036,0.62928,0.069625,-0.193643,0.25225,0.396323,0.102223,0.465998,2024.121094,0.125462,0.84428,?,?,3
2203,'2017/02/10 12:48:58:179',18,0.24312,-0.389526,-0.692024,-0.446536,0.352642,0.727634,0.792157,0.055184,-0.302984,0.129003,0.314998,0.191292,0.406399,645.996094,0.362793,4.109405,?,?,3
2204,'2017/02/10 12:48:58:196',18,0.214248,-0.638182,-0.487512,-0.262182,0.219308,0.681261,0.784589,0.403235,-0.285383,0.149773,0.211501,0.408245,0.47146,645.996094,0.237414,2.036275,?,?,3
2205,'2017/02/10 12:48:58:243',18,0.531878,-0.569622,-0.521712,-0.427502,-0.004917,0.532131,0.892177,0.5081,-0.069781,-0.144997,0.259222,0.312017,0.150442,602.929688,0.490418,5.515378,?,?,3
2206,'2017/02/10 12:48:58:259',18,0.455593,-0.534962,-0.425672,-0.356142,-0.074491,0.509746,0.963745,0.525925,-0.128109,-0.137203,0.33666,0.228097,0.067565,559.863281,0.393892,4.027117,?,?,3
2207,'2017/02/10 12:48:58:304',18,0.437122,-0.474905,-0.269692,-0.354965,-0.076913,0.20736,0.931359,0.75093,0.226616,-0.256208,0.00422,0.412817,0.050027,516.796875,0.397044,3.43821,?,?,3
2208,'2017/02/10 12:48:58:322',18,0.383796,-0.596262,-0.328248,-0.18806,-0.142591,0.12429,0.947682,0.688089,0.332104,-0.166627,0.008095,0.411714,0.162307,516.796875,0.37294,2.928939,?,?,3
2209,'2017/02/10 12:48:58:367',18,0.361848,-0.329422,-0.299083,-0.230409,-0.263767,-0.083197,0.712315,1.038055,0.434541,-0.18939,0.062322,0.328263,0.204189,473.730469,0.254728,2.112369,?,?,3
2210,'2017/02/10 12:48:58:384',18,0.448924,-0.370723,-0.265173,-0.206187,-0.192708,-0.170609,0.553072,0.976177,0.540141,-0.203923,0.022783,0.364374,0.188718,473.730469,0.242869,1.954085,?,?,3
2211,'2017/02/10 12:48:58:431',18,0.470782,-0.405555,-0.225768,-0.132303,-0.284408,-0.188066,0.501801,0.862886,0.728773,0.050108,-0.036416,0.275538,0.387545,430.664063,0.156208,1.3432,?,?,3
2212,'2017/02/10 12:48:58:448',18,0.291279,-0.390762,-0.169815,0.125744,-0.302855,-0.271089,0.486946,0.783493,0.698281,0.154653,-0.111983,0.319376,0.42195,1291.992188,0.109137,0.780747,?,?,3
2213,'2017/02/10 12:48:58:493',18,0.588903,-0.300604,-0.219043,-0.183049,-0.293139,-0.254421,0.399868,0.627419,0.722161,0.291284,-0.139806,0.261226,0.334264,430.664063,0.135612,1.033537,?,?,3
2214,'2017/02/10 12:48:58:508',18,0.519532,-0.229601,-0.171087,-0.158952,-0.266942,-0.177632,0.476178,0.572788,0.610948,0.415534,0.065803,0.08484,0.295879,387.597656,0.112568,0.833144,?,?,3
2215,'2017/02/10 12:48:58:556',18,0.398361,-0.20883,-0.097669,-0.070038,-0.283872,-0.244252,0.135392,0.730312,0.741625,0.478848,0.094655,-0.087892,0.289586,387.597656,0.105749,0.670016,?,?,3
2216,'2017/02/10 12:48:58:570',18,0.453273,-0.234146,-0.094701,-0.190223,-0.202509,-0.238959,0.030953,0.725493,0.92669,0.401272,0.066007,0.081091,0.237583,387.597656,0.099251,0.88102,?,?,3
2217,'2017/02/10 12:48:58:617',18,0.805353,-0.078542,-0.34954,-0.16173,-0.153419,-0.360752,-0.016253,0.545376,0.884265,0.47706,0.0554,0.066751,0.222213,387.597656,0.138932,1.225723,?,?,3
2218,'2017/02/10 12:48:58:634',18,0.935531,0.078143,-0.2217,-0.272552,-0.256039,-0.401753,0.019344,0.562545,0.744677,0.469097,0.12209,-0.089691,0.193105,387.597656,0.190416,2.036744,?,?,3
2219,'2017/02/10 12:48:58:682',18,0.940095,-0.039397,-0.21389,-0.168384,-0.310135,-0.388961,-0.095129,0.463726,0.719348,0.550062,0.22033,-0.039364,0.033842,344.53125,0.213523,2.175591,?,?,3
2220,'2017/02/10 12:48:58:696',18,0.807906,0.076849,0.017942,-0.366194,-0.338461,-0.385061,0.076937,0.31904,0.634786,0.667704,0.280145,-0.060741,0.075913,344.53125,0.161274,1.682688,?,?,3
2221,'2017/02/10 12:48:58:742',18,0.772069,0.175814,-0.176337,-0.266265,-0.247052,-0.422534,-0.04702,0.343069,0.59086,0.524004,0.397663,0.113889,-0.014196,344.53125,0.122454,1.168075,?,?,3
2222,'2017/02/10 12:48:58:760',18,0.775479,0.304178,-0.064368,-0.288869,-0.168142,-0.334127,0.005781,0.224659,0.583346,0.529588,0.379938,0.118222,0.081015,344.53125,0.07215,0.684082,?,?,3
2223,'2017/02/10 12:48:58:805',18,0.639778,0.15424,0.024332,-0.275017,-0.061068,-0.445753,-0.042483,0.149255,0.344449,0.577103,0.548066,0.267278,-0.141579,301.464844,0.076236,0.551357,?,?,3
2224,'2017/02/10 12:48:58:821',18,0.753049,0.207378,-0.141227,-0.192842,-0.046256,-0.332758,-0.1503,-0.04641,0.45533,0.692456,0.437672,0.2865,-0.066661,301.464844,0.069615,0.541144,?,?,3
2225,'2017/02/10 12:48:58:868',18,0.656746,0.101379,0.018927,-0.176012,-0.146316,-0.426855,-0.06756,0.294074,0.356209,0.421774,0.499501,0.412084,0.040464,301.464844,0.060407,0.431333,?,?,3
2226,'2017/02/10 12:48:58:883',18,0.665154,-0.062086,-0.105255,-0.086355,-0.083023,-0.286231,-0.219556,0.03828,0.328063,0.565531,0.583486,0.287151,-0.033375,301.464844,0.070286,0.468452,?,?,3
